Name,,,Div.,Gen.,Ovr.,Swim,Bike,Run,Overall,DPI
Marlus DoriaM50-54,BR,#368,11,385,403,35:58:00,2:37:01,1:43:28,5:04:02,92.4
Fabio KatoM18-24,BR,#1468,11,574,622,38:27:00,2:43:18,1:49:54,5:17:38,90.6
Guilherme TellesM45-49,BR,#430,11,166,172,26:47:00,2:26:18,1:47:38,4:46:32,95.9
Roberto FonsecaM40-44,BR,#327,11,53,55,27:09:00,2:27:30,1:26:02,4:25:55,97.3
Ney Robson Fialho BezerraM55-59,BR,#1672,11,528,570,37:59:00,2:42:58,1:45:15,5:14:46,90
Felipe Souza FariasM30-34,BR,#929,12,92,94,33:52:00,2:27:14,1:25:18,4:32:16,96.7
Rafael Aragao Queiroz De FreitasM35-39,BR,#885,12,51,53,28:21:00,2:19:12,1:32:37,4:25:18,97.7
Victor QuartieroM18-24,BR,#1440,12,635,691,31:54:00,2:48:33,1:54:35,5:22:03,89.8
Roberto NishikawaM55-59,BR,#1678,12,568,616,38:45:00,2:51:06,1:40:51,5:17:23,89.5
Yann GilletM50-54,BR,#463,12,394,412,35:47:00,2:44:32,1:37:55,5:04:25,92.3
Francisca Pinto De AndradeF50-54,BR,#1401,12,243,1367,48:09:00,3:36:57,2:19:49,6:56:36,87.6
Débora Lívia Fernandes DiasF30-34,BR,#1243,12,36,526,36:26:00,2:45:35,1:44:25,5:11:53,95
Joana Magalhães ScoralickF45-49,BR,#1384,12,70,787,36:08:00,2:51:29,1:52:36,5:28:49,94.7
Mariana Mendes PiccolominiF25-29,BR,#1172,12,95,902,38:17:00,2:59:05,1:53:25,5:38:31,91.9
Priscila CupertinoF35-39,BR,#1286,12,55,675,34:36:00,2:55:54,1:43:27,5:20:41,94.9
Victor Cristiano Ramos GomesM25-29,BR,#1539,12,67,69,28:31:00,2:28:56,1:26:23,4:28:17,96.6
Carlos Ronie Silva LucianoM45-49,BR,#496,12,183,189,--:--,--:--,--:--,4:48:35,95.5
Daniela Campos Vieira MachadoF40-44,BR,#1334,12,83,834,34:57:00,2:46:12,1:58:51,5:32:23,90.1
Fabio BarbagliM40-44,BR,#737,13,58,60,27:16:00,2:24:13,1:30:53,4:26:47,97.1
Marcelo Augusto De Oliveira FilhoM55-59,BR,#1631,13,605,656,32:24:00,2:51:09,1:50:14,5:19:31,89.2
