Name,,,Div.,Gen.,Ovr.,Swim,Bike,Run,Overall,DPI
Sebastian VicensM30-34,AR,#971,58,331,366,40:27:00,2:44:50,1:53:40,5:23:03,86.2
Ruben AlvarezM40-44,AR,#381,37,178,187,34:53:00,2:39:14,1:41:21,4:58:39,92.4
Lautaro BidreraM25-29,AR,#329,27,350,389,31:16:00,2:39:52,2:11:20,5:25:36,87.2
Pablo CastroM30-34,AR,#1126,65,377,418,36:35:00,2:54:19,1:52:18,5:28:22,85.3
Jeanette BarreauF40-44,CL,#72,17,90,670,44:03:00,3:00:49,2:07:30,5:57:18,88
Sebastian ClosasM40-44,UY,#1045,6,54,54,30:57:00,2:30:28,1:30:54,4:34:57,97
Andres UbaldiM45-49,AR,#951,102,578,667,45:12:00,3:01:21,2:03:29,5:56:11,83.1
Pablo BayolM40-44,AR,#428,141,683,809,54:19:00,3:03:19,2:13:35,6:19:48,79.4
Carlos EtcheverryM55-59,AR,#100,9,307,336,39:44:00,2:50:28,1:45:35,5:19:32,94.1
Ronan PavoniM45-49",PA,#1119,3,37,37,31:15:00,2:21:17,1:34:19,4:29:21,98.9
Natalia Arce CalvaF30-34,MX,#401,17,131,821,46:50:00,3:38:59,1:48:58,6:22:44,85
Ezequiel Martinez MaldonadoM25-29,UY,#736,19,184,193,37:42:00,2:40:39,1:36:11,4:59:27,91.9
Dumas OcañaM35-39,BR,#782,55,227,243,35:06:00,2:45:12,1:43:29,5:08:52,88.6
Mariano Cesar DiazM30-34,AR,#95,68,409,463,43:49:00,2:59:30,1:45:45,5:32:29,84.6
Raul CaetanoM40-44",UY,#20,3,27,27,31:56:00,2:21:48,1:28:18,4:24:34,99.2
Carlos Patricio Apolonio ObrequeM60-64,AR,#394,14,692,827,45:22:00,3:18:38,2:14:32,6:24:22,87.7
Alejandro ChabalgoityM55-59,UY,#495,40,668,788,51:37:00,3:19:04,1:57:03,6:15:55,85.1
Yanina BalattiF45-49,AR,#417,10,43,425,43:28:00,2:49:51,1:45:56,5:28:49,93.3
Juan Andrés DunelM35-39,AR,#547,110,456,519,35:09:00,2:56:24,2:04:12,5:38:39,83.6
Maria SenillosaF45-49,AR,#903,33,138,834,49:10:00,3:14:06,2:15:58,6:25:45,84.6
Carlos AlbaM55-59,UY,#1003,42,686,813,36:43:00,2:59:47,2:34:26,6:20:34,84.5
Jonatan MortariniM30-34,AR,#51,9,30,30,35:09:00,2:26:42,1:22:15,4:26:58,97.1
Gabriel CosoM45-49,AR,#511,123,678,802,39:15:00,3:01:33,2:31:00,6:18:38,79.8
Maximiliano SenaM25-29,UY,#902,24,267,289,30:05:00,2:45:58,1:55:15,5:14:08,89.2
Federico Semino SuarezM30-34,UY,#1104,51,278,302,38:31:00,2:39:32,1:52:40,5:15:49,87.4
Hernan VicenteM40-44,AR,#1033,16,89,89,33:42:00,2:31:31,1:35:33,4:43:08,95.4
Paula RepettiF40-44,AR,#844,12,51,452,39:52:00,2:58:12,1:47:42,5:31:24,92.2
Carlo BorelliM35-39,BR,#447,106,423,482,41:17:00,2:42:51,2:06:26,5:34:54,84.2
Luis SantiniM35-39,UY,#891,109,455,518,45:26:00,2:46:30,2:02:50,5:38:38,83.6
Christian NinoM45-49,BR,#776,77,480,551,33:40:00,3:03:26,1:59:27,5:42:15,85.3
Mario Beltran ValebellaM40-44,AR,#956,93,406,459,37:59:00,2:50:54,1:59:01,5:32:05,86.6
Lucas EcheniqueM45-49,AR,#550,40,320,352,37:35:00,2:47:43,1:51:54,5:21:44,88.8
Joaquin Sosa CoruchiniM25-29,UY,#914,37,597,692,40:46:00,3:05:11,2:09:04,6:01:32,81.6
Javier Zamorano ShewardM18-24,CL,#175,4,14,14,30:25:00,2:22:22,1:24:02,4:19:02,96.7
Diego VolpiniM45-49,AR,#171,21,173,182,33:06:00,2:39:22,1:41:38,4:57:19,93.2
Fernando PissaiaM30-34,BR,#822,69,411,465,41:37:00,2:53:34,1:52:42,5:32:42,84.5
Eduardo Javier TorresM50-54,AR,#940,68,672,794,40:29:00,3:00:44,2:30:08,6:17:21,82.6
Alejandro Begueri BuquetM40-44,AR,#186,125,576,665,39:26:00,3:10:56,2:01:13,5:55:46,82.9
Gekko Latour AbdoM30-34,UY,#690,62,358,397,45:30:00,2:46:06,1:50:29,5:25:57,85.7
Yanina AltamiranoF35-39,AR,#378,31,149,867,45:38:00,3:31:24,2:16:38,6:40:08,81.6
Simone Siebra ZuwickF40-44,BR,#907,25,117,781,42:02:00,3:15:22,2:10:58,6:15:06,85.3
Manuel SorucoM35-39,CL,#61,26,107,107,34:43:00,2:38:29,1:28:52,4:44:45,93.2
Karina MontenegroF45-49,UY,#1001,28,115,770,47:08:00,3:09:23,2:11:27,6:13:09,86.4
Luiz Gustavo Ribeiro SimõesM35-39,BR,#848,139,660,775,44:48:00,3:04:48,2:19:22,6:13:41,78.3
Paulo AlmeidaM45-49,BR,#336,57,390,436,39:05:00,2:49:56,1:54:43,5:29:34,87.4
Javier Humberto LagoM50-54,AR,#685,24,294,321,40:50:00,2:48:48,1:44:50,5:17:19,92.1
Luis Andres Rodriguez FigueroaM45-49,UY,#862,30,231,248,41:08:00,2:38:07,1:47:17,5:09:18,91
María Celeste AnsaldiF40-44,AR,#393,27,120,787,44:52:00,3:12:59,2:12:50,6:15:54,85.1
Andres Maximiliano Rojas PalaciosM40-44,CL,#151,53,238,255,31:58:00,2:37:32,1:57:00,5:09:47,90.4
Samir RosolemM35-39,CL,#337,10,36,36,30:48:00,2:26:24,1:29:28,4:29:19,96.4
Alex EisenschlasM40-44,AR,#553,33,161,166,35:20:00,2:36:41,1:39:17,4:54:10,93.2
German Alexis MarmolM25-29,EC,#129,9,114,114,30:04:00,2:27:17,1:44:41,4:45:59,94.4
Cesar TimoteoM50-54,AR,#314,50,537,619,40:38:00,3:02:10,2:02:17,5:50:41,86.6
Jose Alexandre LemosM35-39,BR,#126,46,189,199,33:55:00,2:37:48,1:46:11,5:00:51,90.1
Claudia Elena PaezF55-59",AR,#255,2,53,456,43:04:00,2:54:23,1:50:00,5:31:38,96.9
Ana ArmoaF45-49,AR,#339,17,65,526,46:44:00,2:59:17,1:49:51,5:39:19,91.6
Sandro Miguel Guazzelli RomayM55-59,AR,#645,18,476,544,37:24:00,2:47:33,2:10:56,5:41:19,90.4
Sergio Gabriel Blanco CireraM45-49,AR,#285,59,393,440,37:21:00,2:59:28,1:49:29,5:30:08,87.3
Mauro FerrandoM30-34,AR,#572,22,75,75,31:13:00,2:37:34,1:28:50,4:40:28,94.2
Ezequiel PereiraM35-39,AR,#804,97,387,433,40:56:00,2:50:54,1:52:25,5:29:20,85.1
Hugo Alberto PereyraM55-59,AR,#257,16,453,516,39:00:00,2:52:48,2:02:35,5:38:21,90.9
Alejandro BehrensM55-59,AR,#432,36,637,746,47:34:00,3:02:01,2:10:39,6:09:15,86.1
Shirley GamarraF35-39,PY,#1008,33,156,883,46:36:00,3:16:23,2:23:22,6:47:07,80.7
Rocio Soledad MartinezF25-29,AR,#735,7,55,470,40:05:00,3:07:21,1:42:34,5:33:01,91.6
Rodrigo PiloniM45-49,UY,#260,39,316,346,32:44:00,2:48:07,1:54:55,5:20:55,88.9
- MorenoM40-44,AR,#250,31,155,159,33:54:00,2:38:19,1:34:52,4:53:37,93.3
Alejandro Bañados LyonM50-54,CL,#420,85,765,942,1:03:25,3:51:11,3:28:58,8:31:23,67.1
Alejo GarciaM25-29",UY,#612,3,31,31,30:14:00,2:28:53,1:25:19,4:27:41,98.2
Sebastian BerbechM40-44,AR,#433,131,619,722,33:14:00,2:58:00,2:29:10,6:05:39,81.4
Fernanda NuñezF45-49,AR,#136,4,20,268,35:57:00,2:45:48,1:46:15,5:11:25,96.4
Mario MolfinoM55-59,UY,#757,38,664,780,43:01:00,2:56:29,2:30:19,6:15:01,85.3
Andres ArceM30-34,PY,#284,4,11,11,29:25:00,2:21:29,1:23:49,4:17:20,99.2
Pablo GonzalezM45-49,AR,#633,135,724,875,41:24:00,3:10:44,2:44:20,6:42:40,76.6
